id,name,first,last,us_seed,us_rd,p1,p2,p3,p4,p5,p6,country,age,year_w,year_l,recent_w,recent_l,upset_ok
keys,Madison Keys,Madison,Keys,27,2,0.66,0.83,0.37,0.47,0.40,0.09,,31,0,0,0,0,0
potap,Anastasia Potapova,Anastasia,Potapova,28,2,0.56,0.86,0.38,0.46,0.37,0.05,,25,0,0,0,0,0
li,Ann Li,Ann,Li,29,2,0.58,0.93,0.37,0.47,0.38,0.10,,26,0,0,0,0,0
eala,Alexandra Eala,Alexandra,Eala,30,2,0.64,0.87,0.38,0.52,0.38,0.02,,21,0,0,0,0,0
bapti,Hailey Baptiste,Hailey,Baptiste,31,2,0.58,0.88,0.36,0.44,0.40,0.10,,24,0,0,0,0,0
raduc,Emma Raducanu,Emma,Raducanu,32,2,0.66,0.85,0.37,0.49,0.37,0.07,,23,0,0,0,0,0
vekic,Donna Vekic,Donna,Vekic,33,2,0.56,0.83,0.35,0.47,0.39,0.09,,30,0,0,0,0,0
sinia,Katerina Siniakova,Katerina,Siniakova,34,2,0.64,0.82,0.39,0.48,0.39,0.04,,30,0,0,0,0,0
ostap,Jelena Ostapenko,Jelena,Ostapenko,35,2,0.57,0.83,0.37,0.49,0.37,0.08,,29,0,0,0,0,0
bucsa,Cristina Bucsa,Cristina,Bucsa,36,2,0.65,0.89,0.39,0.49,0.36,0.03,,28,0,0,0,0,0
krejc,Barbora Krejcikova,Barbora,Krejcikova,37,2,0.60,0.82,0.36,0.47,0.41,0.10,,30,0,0,0,0,0
crist,Jaqueline Cristian,Jaqueline,Cristian,38,2,0.61,0.87,0.35,0.47,0.37,0.07,,28,0,0,0,0,0
sakka,Maria Sakkari,Maria,Sakkari,39,2,0.63,0.89,0.36,0.47,0.37,0.07,,30,0,0,0,0,0
siege,Laura Siegemund,Laura,Siegemund,40,2,0.73,0.82,0.38,0.47,0.38,0.02,,38,0,0,0,0,0
tjen,Janice Tjen,Janice,Tjen,41,2,0.63,0.89,0.39,0.52,0.43,0.08,,24,0,0,0,0,0
samso,Liudmila Samsonova,Liudmila,Samsonova,42,2,0.55,0.86,0.35,0.45,0.40,0.11,,27,0,0,0,0,0
frech,Magdalena Frech,Magdalena,Frech,43,2,0.62,0.92,0.36,0.49,0.37,0.06,,28,0,0,0,0,0
cocci,Elisabetta Cocciaretto,Elisabetta,Cocciaretto,44,2,0.66,0.88,0.38,0.48,0.38,0.04,,25,0,0,0,0,0
bejle,Sara Bejlek,Sara,Bejlek,45,2,0.65,0.85,0.42,0.51,0.39,0.02,,20,0,0,0,0,0
bartu,Nikola Bartunkova,Nikola,Bartunkova,46,2,0.54,0.84,0.41,0.50,0.41,0.10,,20,0,0,0,0,0
parry,Diane Parry,Diane,Parry,47,2,0.57,0.89,0.35,0.44,0.39,0.11,,23,0,0,0,0,0
manei,Jessica Bouzas Maneiro,Jessica,Bouzas Maneiro,48,2,0.60,0.82,0.39,0.49,0.38,0.05,,23,0,0,0,0,0
oliyn,Oleksandra Oliynykova,Oleksandra,Oliynykova,49,2,0.73,0.89,0.38,0.48,0.36,0.01,,25,0,0,0,0,0
mcnal,Caty McNally,Caty,McNally,50,2,0.71,0.84,0.39,0.47,0.38,0.03,,24,0,0,0,0,0
