id,name,first,last,us_seed,us_rd,p1,p2,p3,p4,p5,p6,country,age,year_w,year_l,recent_w,recent_l
brook,Jenson Brooksby,Jenson,Brooksby,81,2,0.66,0.94,0.31,0.46,0.34,0.03,USA,25,0,6,4,6
hijik,Rinky Hijikata,Rinky,Hijikata,82,2,0.61,0.93,0.28,0.43,0.37,0.07,AUS,25,6,8,6,4
perri,Giovanni Mpetshi Perricard,Giovanni,Mpetshi Perricard,83,2,0.64,0.86,0.26,0.37,0.41,0.19,FRA,23,3,4,4,6
aguil,Daniel Merida Aguilar,Daniel,Merida Aguilar,84,2,0.70,0.85,0.37,0.50,0.37,0.03,ESP,21,17,8,5,5
walto,Adam Walton,Adam,Walton,85,2,0.63,0.96,0.27,0.42,0.32,0.09,AUS,27,2,3,7,3
nava,Emilio Nava,Emilio,Nava,86,2,0.64,0.89,0.34,0.42,0.39,0.13,USA,24,23,13,6,4
tsits,Stefanos Tsitsipas,Stefanos,Tsitsipas,87,2,0.62,0.92,0.29,0.48,0.42,0.10,GRE,27,5,7,3,7
diall,Gabriel Diallo,Gabriel,Diallo,88,2,0.67,0.91,0.31,0.43,0.37,0.10,CAN,24,1,5,3,7
prizm,Dino Prizmic,Dino,Prizmic,89,2,0.59,0.90,0.35,0.50,0.43,0.09,CRO,20,21,7,6,4
shima,Sho Shimabukuro,Sho,Shimabukuro,90,2,0.55,0.90,0.36,0.38,0.36,0.05,JPN,28,0,2,6,4
comes,Francisco Comesana,Francisco,Comesana,91,2,0.65,0.90,0.34,0.44,0.39,0.10,ARG,25,13,13,6,4
giron,Marcos Giron,Marcos,Giron,92,2,0.60,0.95,0.28,0.40,0.38,0.08,USA,32,3,6,4,6
bonzi,Benjamin Bonzi,Benjamin,Bonzi,93,2,0.65,0.93,0.31,0.42,0.37,0.07,FRA,30,4,6,6,4
trung,Marco Trungelliti,Marco,Trungelliti,94,2,0.60,0.89,0.35,0.47,0.39,0.07,ARG,36,20,11,5,5
halys,Quentin Halys,Quentin,Halys,95,2,0.57,0.91,0.26,0.42,0.41,0.18,FRA,29,6,6,4,6
hurka,Hubert Hurkacz,Hubert,Hurkacz,96,2,0.61,0.95,0.31,0.42,0.40,0.23,POL,29,8,5,5,5
spizz,Eliot Spizzirri,Eliot,Spizzirri,97,2,0.66,0.92,0.31,0.46,0.36,0.05,USA,24,0,1,6,4
faria,Jaime Faria,Jaime,Faria,98,2,0.58,0.86,0.32,0.46,0.40,0.13,POR,22,26,12,7,3
shevc,Alexander Shevchenko,Alexander,Shevchenko,99,2,0.61,0.93,0.33,0.47,0.36,0.09,KAZ,25,11,10,5,5
choin,Jan Choinski,Jan,Choinski,100,2,0.64,0.94,0.32,0.46,0.39,0.09,GBR,30,19,11,8,2
molca,Alex Molcan,Alex,Molcan,101,2,0.63,0.92,0.37,0.51,0.39,0.07,SVK,28,18,6,7,3
molca1,Alex Molcan,Alex,Molcan,101,2,0.63,0.92,0.37,0.51,0.39,0.07,SVK,28,18,6,7,3
wu,Yibing Wu,Yibing,Wu,102,2,0.56,0.93,0.33,0.47,0.41,0.08,CHN,26,9,4,4,6
popyr,Alexei Popyrin,Alexei,Popyrin,103,2,0.61,0.91,0.28,0.39,0.41,0.16,AUS,26,6,6,4,6
vukic,Aleksandar Vukic,Aleksandar,Vukic,104,2,0.57,0.94,0.29,0.44,0.35,0.12,AUS,30,2,8,5,5
dzumh,Damir Dzumhur,Damir,Dzumhur,105,2,0.69,0.92,0.38,0.48,0.36,0.01,BIH,34,10,14,5,5
damm,Martin Damm,Martin,Damm,106,2,0.58,0.84,0.24,0.42,0.41,0.22,USA,22,7,6,6,4
yunch,Bu Yunchaokete,Bu,Yunchaokete,107,2,0.57,0.94,0.30,0.43,0.38,0.12,CHN,24,0,1,8,2
wong,Chak Lam Coleman Wong,Chak,Lam Coleman Wong,108,2,0.64,0.92,0.28,0.39,0.34,0.10,HKG,22,2,4,4,6
wawri,Stan Wawrinka,Stan,Wawrinka,109,2,0.56,0.94,0.30,0.44,0.39,0.12,SUI,41,2,6,2,8
ofner,Sebastian Ofner,Sebastian,Ofner,110,2,0.54,0.92,0.31,0.46,0.40,0.15,AUT,30,15,12,6,4
basil,Nikoloz Basilashvili,Nikoloz,Basilashvili,111,2,0.54,0.88,0.30,0.46,0.40,0.11,GEO,34,10,9,3,7
svrci,Dalibor Svrcina,Dalibor,Svrcina,112,2,0.65,0.85,0.40,0.52,0.36,0.02,CZE,23,15,9,4,6
kypso,Patrick Kypson,Patrick,Kypson,113,2,0.61,0.93,0.30,0.45,0.42,0.14,USA,26,4,6,4,6
fery,Arthur Fery,Arthur,Fery,114,2,0.61,0.95,0.36,0.44,0.38,0.04,GBR,24,6,5,7,3
opelk,Reilly Opelka,Reilly,Opelka,115,2,0.60,0.87,0.23,0.37,0.43,0.22,USA,28,0,3,4,6
drogu,Titouan Droguet,Titouan,Droguet,116,2,0.60,0.92,0.34,0.45,0.41,0.11,FRA,25,12,7,7,3
riedi,Leandro Riedi,Leandro,Riedi,117,2,0.62,0.92,0.34,0.42,0.40,0.06,SUI,24,4,3,5,5
gasto,Hugo Gaston,Hugo,Gaston,118,2,0.53,0.93,0.33,0.47,0.37,0.06,FRA,25,9,10,7,3
ruiz,Pablo Llamas Ruiz,Pablo,Llamas Ruiz,119,2,0.71,0.94,0.37,0.47,0.38,0.03,ESP,23,22,7,6,4
