id,name,first,last,us_seed,us_rd,p1,p2,p3,p4,p5,p6,country,age,year_w,year_l,recent_w,recent_l
rakhi,Kamilla Rakhimova,Kamilla,Rakhimova,70,2,,,,,,0.05,,24,0,0,0,0
ruse,Elena Gabriela Ruse,Elena,Gabriela Ruse,71,2,,,,,,0.05,,28,0,0,0,0
birre,Kimberly Birrell,Kimberly,Birrell,72,2,,,,,,0.05,,28,0,0,0,0
plisk,Karolina Pliskova,Karolina,Pliskova,73,2,,,,,,0.05,,34,0,0,0,0
bonda,Anna Bondar,Anna,Bondar,74,2,,,,,,0.05,,29,0,0,0,0
zaraz,Renata Zarazua,Renata,Zarazua,75,2,,,,,,0.05,,28,0,0,0,0
lys,Eva Lys,Eva,Lys,76,2,,,,,,0.05,,24,0,0,0,0
snigu,Daria Snigur,Daria,Snigur,77,2,,,,,,0.05,,24,0,0,0,0
korpa,Tamara Korpatsch,Tamara,Korpatsch,78,2,,,,,,0.05,,31,0,0,0,0
towns,Taylor Townsend,Taylor,Townsend,79,2,,,,,,0.05,,30,0,0,0,0
jacqu,Elsa Jacquemot,Elsa,Jacquemot,80,2,,,,,,0.05,,23,0,0,0,0
parks,Alycia Parks,Alycia,Parks,81,2,,,,,,0.05,,25,0,0,0,0
tagge,Lilli Tagger,Lilli,Tagger,82,2,,,,,,0.05,,18,0,0,0,0
karta,Sonay Kartal,Sonay,Kartal,83,2,,,,,,0.05,,24,0,0,0,0
putin,Yulia Putintseva,Yulia,Putintseva,84,2,,,,,,0.05,,31,0,0,0,0
zakha,Anastasia Zakharova,Anastasia,Zakharova,85,2,,,,,,0.05,,24,0,0,0,0
wang1,Xiyu Wang,Xiyu,Wang,86,2,,,,,,0.05,,25,0,0,0,0
joint,Maya Joint,Maya,Joint,87,2,,,,,,0.05,,20,0,0,0,0
grach,Varvara Gracheva,Varvara,Gracheva,88,2,,,,,,0.05,,25,0,0,0,0
erjav,Veronika Erjavec,Veronika,Erjavec,89,2,,,,,,0.05,,26,0,0,0,0
walte,Simona Waltert,Simona,Waltert,90,2,,,,,,0.05,,25,0,0,0,0
selek,Oksana Selekhmeteva,Oksana,Selekhmeteva,91,2,,,,,,0.05,,23,0,0,0,0
vidma,Darja Vidmanova,Darja,Vidmanova,92,2,,,,,,0.05,,23,0,0,0,0
kraus,Sinja Kraus,Sinja,Kraus,93,2,,,,,,0.05,,24,0,0,0,0
tomlj,Ajla Tomljanovic,Ajla,Tomljanovic,94,2,,,,,,0.05,,33,0,0,0,0
timof,Maria Timofeeva,Maria,Timofeeva,95,2,,,,,,0.05,,22,0,0,0,0
maria,Tatjana Maria,Tatjana,Maria,96,2,,,,,,0.05,,38,0,0,0,0
arang,Emiliana Arango,Emiliana,Arango,97,2,,,,,,0.05,,25,0,0,0,0
korne,Alina Korneeva,Alina,Korneeva,98,2,,,,,,0.05,,19,0,0,0,0
tarar,Lanlana Tararudee,Lanlana,Tararudee,99,2,,,,,,0.05,,22,0,0,0,0
seide,Ella Seidel,Ella,Seidel,100,2,,,,,,0.05,,21,0,0,0,0
volyn,Katie Volynets,Katie,Volynets,101,2,,,,,,0.05,,24,0,0,0,0
volyn1,Katie Volynets,Katie,Volynets,101,2,,,,,,0.05,,24,0,0,0,0
krueg,Ashlyn Krueger,Ashlyn,Krueger,102,2,,,,,,0.05,,22,0,0,0,0
vande,Hanne Vandewinkel,Hanne,Vandewinkel,103,2,,,,,,0.05,,22,0,0,0,0
semen,Darja Semenistaja,Darja,Semenistaja,104,2,,,,,,0.05,,23,0,0,0,0
kenin,Sofia Kenin,Sofia,Kenin,105,2,,,,,,0.05,,27,0,0,0,0
jones,Francesca Jones,Francesca,Jones,106,2,,,,,,0.05,,25,0,0,0,0
queve,Kaitlin Quevedo,Kaitlin,Quevedo,107,2,,,,,,0.05,,20,0,0,0,0
uchij,Moyuka Uchijima,Moyuka,Uchijima,108,2,,,,,,0.05,,24,0,0,0,0
sheri,Mayar Sherif,Mayar,Sherif,109,2,,,,,,0.05,,30,0,0,0,0
kasin,Victoria Jimenez Kasintseva,Victoria,Jimenez Kasintseva,110,2,,,,,,0.05,,20,0,0,0,0
galfi,Dalma Galfi,Dalma,Galfi,111,2,,,,,,0.05,,27,0,0,0,0
sun,Lulu Sun,Lulu,Sun,112,2,,,,,,0.05,,25,0,0,0,0
kuder,Polina Kudermetova,Polina,Kudermetova,113,2,,,,,,0.05,,23,0,0,0,0
blink,Anna Blinkova,Anna,Blinkova,114,2,,,,,,0.05,,27,0,0,0,0
kuder1,Veronika Kudermetova,Veronika,Kudermetova,115,2,,,,,,0.05,,29,0,0,0,0
grabh,Julia Grabher,Julia,Grabher,116,2,,,,,,0.05,,30,0,0,0,0
prest,Taylah Preston,Taylah,Preston,117,2,,,,,,0.05,,20,0,0,0,0
chara,Alina Charaeva,Alina,Charaeva,118,2,,,,,,0.05,,24,0,0,0,0
kawa,Katarzyna Kawa,Katarzyna,Kawa,119,2,,,,,,0.05,,33,0,0,0,0
